movieId,score,reason
87,0.95,Searching for Bobby Fischer – young chess prodigy driven by intellectual obsession
272,0.93,Good Will Hunting – janitor/genius fixates on math to escape troubled past
258,0.91,Contact – scientist’s life consumed by the quest for extraterrestrial proof
28,0.88,Apollo 13 – engineers’ minds locked on one problem in life-or-death crisis
7,0.86,Twelve Monkeys – virology expert chased by time loop and mental obsession
1355,0.84,Infinity – physicist’s genius and grief collide in obsessive flight record
59,0.82,Three Colors: Red – lawyer’s obsession with listening in unraveled lives
196,0.8,Dead Poets Society – poetry teacher’s relentless pursuit of personal truth
191,0.78,Amadeus – composer’s envy fuels obsessive lament over genius rival
507,0.75,A Streetcar Named Desire – doctor’s descent under obsession and family weight
