movieId,score,reason
28,0.94,True story of survival under impossible odds fuels exhilarating team triumph.
22,0.92,"Epic battle for freedom and justice leads to a stirring, against-the-odds victory."
468,0.9,Heartfelt underdog tale of grit and faith that earns every cheer-worthy moment.
1035,0.88,Jamaican bobsled dream defies expectations in an uplifting tale of pure triumph.
138,0.86,Goofy hockey underdogs skate their way to glory in a feel-good final buzzer-beater.
178,0.84,Convincing jury transformation that celebrates perseverance and moral courage.
64,0.82,Unshakable hope and unwavering resolve culminate in an unforgettable victory.
174,0.8,Adventurous archaeologist outsmarts evil and claims a priceless victory.
215,0.78,Magical reconciliation and homecoming spark a soaring celebration of belief.
161,0.76,"High-octane flight rivalry lands on a thrilling, against-the-odds win."
