movieId,score,reason
14,0.95,Il Postino’s gentle seaside poetry and soft-spoken longing float like mist over the soul.
86,0.93,The Remains of the Day’s hushed regrets and restrained devotion unfold in exquisite melancholy.
170,0.91,Cinema Paradiso’s nostalgic echoes and twilight cinema vignettes evoke a bittersweet hush.
60,0.89,Three Colors: Blue’s muted palette and intimate grief sequence drift in contemplative sorrow.
464,0.87,Vanya on 42nd Street’s faded theatre walls and whispered performances brim with wistful ache.
664,0.85,"Paris, Texas’s wide-open skies and silent reunions echo a profound ache of lost home."
221,0.83,Breaking the Waves’s raw emotional depths pulse with quiet sorrow and fragile devotion.
584,0.81,The Secret Garden’s overgrown beauty and gentle wonder unfurl a tenderly melancholic charm.
51,0.79,"Legends of the Fall’s rugged vistas and unspoken love carry a mournful, windswept ache."
286,0.77,"The English Patient’s desert vistas and longing gazes leave a haunting, understated ache."
