movieId,score,reason
56,0.99,Iconic non-linear crime thriller from Quentin Tarantino
64,0.97,Masterful prison drama of hope and friendship
182,0.96,Gripping mob saga from Scorsese on loyalty and crime
302,0.95,Stylish noir exploring corruption in 1950s Los Angeles
693,0.94,Epic Scorsese tale of Vegas mob power and excess
273,0.93,Intense cat-and-mouse crime drama starring De Niro and Pacino
12,0.92,Clever crime mystery with one unforgettable twist
156,0.91,"Raw, violent heist film that redefined indie cinema"
11,0.9,Dark thriller tracking a serial killer obsessed with the seven deadly sins
180,0.89,Hallucinatory Vietnam War masterpiece on moral darkness
