movieId,score,reason
135,1.0,2001: A Space Odyssey mesmerizes with grand ideas and cosmic wonder.
89,0.95,Blade Runner’s rain-soaked streets and philosophical replicant questions linger.
258,0.92,Contact ponders humanity’s place in the cosmos with awe-inspiring quiet.
7,0.9,Twelve Monkeys weaves mind-bending time-travel puzzles over frantic urgency.
270,0.88,Gattaca’s sleek future raises ethics questions more than it raises lasers.
1240,0.85,Ghost in the Shell explores identity and consciousness beneath a digital skin.
691,0.83,Dark City’s shadowy metropolis unravels reality with thoughtful style.
355,0.8,Sphere’s oceanic mystery probes the limits of human understanding.
92,0.78,"True Romance’s off-beat sci-fi touches fuel a quirky, introspective ride."
203,0.75,Unforgiven rethinks the western mythos with contemplative power.
