movieId,score,reason
1,1.0,Uplifting tale of toys finding friendship and purpose
66,0.91,Warm romantic comedy that celebrates kindness and serendipity
88,0.82,Sweet holiday romance brimming with gentle humor and hope
216,0.73,Charming study of friendship and love that celebrates life’s joys
202,0.64,Heartfelt comedy about second chances and embracing the moment
143,0.55,"Timeless musical bursting with joy, song, and uplifting spirit"
132,0.46,Enchanting fantasy of home and belonging that warms the heart
705,0.37,"Delightful musical celebrating love, laughter, and dancing in the rain"
419,0.28,Magical nanny story that restores family joy and wonder
451,0.19,Feel-good romance set to catchy tunes in 1950s high school
