movieId,score,reason
164,0.95,"Adventure through colonial Africa from the rifleman’s view, not the governor’s"
279,0.93,"Coming-of-age amid Jim Crow life, we see history through young eyes"
23,0.9,True grit street-level view of New York’s underbelly before the courts
62,0.88,Common soldier’s eyes open wide to ancient alien power—no kings in sight
1116,0.85,An English governess grapples with ghosts in a remote estate before 1900
107,0.83,Convict’s memoir from a hulking iron cage becomes urgent social testimony
149,0.8,Exiled Irishman’s struggles give an everyman view of Tudor England’s costs
44,0.78,A widow’s fight with gossip mill shows life below the gentry’s drawing rooms
20,0.76,Naturalist in Victorian England uncovers class tensions in servant quarters
49,0.74,Widower turns to car bolter’s daughter for love while rebuilding life in 1910
