movieId,score,reason
200,0.98,Claustrophobic hotel dread and unraveling sanity create relentless tension
185,0.96,Iconic shower scene and uncanny presences fuel pure psychological terror
98,0.94,Cat-and-mouse mind games with Hannibal Lecter ratchet up unshakeable dread
479,0.92,An unsettling dance of obsession and reality in Hitchcock’s haunting classic
218,0.9,Brooding stalker menace builds suffocating suspense of suburban terror
603,0.88,A single perspective traps you in a voyeuristic world of mounting paranoia
11,0.86,A serial killer’s sick puzzles deliver insidious suspense and moral horror
219,0.84,Cat-and-mouse thrills with supernatural dread lurking behind the lens
7,0.82,Time-hopping dread and fractured reality keep you breathless and off-balance
691,0.8,"Noirish, dystopian cityscape drenched in surreal tension and eerie atmosphere"
