movieId,score,reason
185,0.98,Psychological tension builds as reality and delusion blur around its central heroine
489,0.96,Dream-logic terror keeps you guessing whether visions are real or in his mind
479,0.93,Slow-burn dread as a man’s insomnia-induced hallucinations unravel
198,0.9,Mysterious assassin keeps both hero and audience guessing what’s real
124,0.88,Lonely cabbie’s descent into paranoia where nightmares feel real
565,0.85,Eerie stillness and doubts over mind control create creeping unease
448,0.82,Brooding atmosphere heightens mistrust of each other and the uncanny
674,0.8,Sultry horror where cult secrets may only exist in protagonist’s mind
1243,0.78,Morgue watchman questions even his own senses during grim nocturnal shift
124,0.75,Shadowed streets and whispered conspiracy leave hero unsure of reality
