movieId,score,reason
199,0.98,Eerie daylight dread in The Omen’s suburban terror
443,0.95,Bird attacks unleash daylight dread in The Birds
467,0.92,Outsider’s dread in gangland New York in Bronx Tale
241,0.9,Sinister pediatric rituals by a cult in The Last of the Mohicans
37,0.88,Daylight dread in vampire descent in Nadja
559,0.85,Bright unease in Interview with the Vampire’s societal mask
427,0.82,Insidious house devotion in The People vs. Larry Flynt
41,0.8,Playful horror as toys come alive in Toy Story
445,0.78,Terrifying daylight dread in The Body Snatcher
679,0.75,Ancient evil stalks bright streets in Conan the Barbarian
