movieId,score,reason
6,0.98,Sumptuous crime drama fueled by family loyalty and moral complexity.
14,0.96,Quirky postal comedy with poetic longing on an Italian island.
16,0.94,Feel-good French rom-com with surprising twists on modern love.
18,0.92,Gentle Iranian tale of childhood innocence and marketplace wanderings.
19,0.9,Warm multigenerational saga celebrating feminine bonds and community.
45,0.88,Delicate family drama served up with sumptuous feasts and raw emotion.
59,0.86,Lyrical Polish-French drama about chance encounters and hidden bonds.
60,0.84,Quiet study of grief and renewal set against a wintry Swiss lake.
61,0.82,Clever satire of marital power plays across continents.
165,0.8,"Rural French drama of love, betrayal and landscape’s harsh beauty."
