movieId,score,reason
482,1.0,Some Like It Hot crackles with razor-fast wit and stylish 1950s screwball energy
494,0.95,"His Girl Friday sizzles with rapid-fire banter and clever, sophisticated humor"
604,0.93,It Happened One Night shines with snappy screwball comedy and sparkling 1930s charm
487,0.9,Roman Holiday charms with witty romance and gentle 1950s humor in elegant Rome
480,0.88,North by Northwest thrills with urbane banter and Hitchcockian wit in 1959 Manhattan
131,0.85,"Breakfast at Tiffany’s serves up chic, flirtatious humor and 1960s sophistication"
945,0.83,Charade blends stylish 1960s romance and sophisticated wit with playful suspense
486,0.8,Sabrina sparkles with elegant 1950s dialogue and charming screwball sophistication
481,0.78,The Apartment layers romantic comedy and smart banter in a delightfully polished 1960s style
705,0.75,Singin’ in the Rain dazzles with buoyant wit and so-bright 1950s musical charm
