movieId,score,reason
135,1.0,"A cosmic odyssey that ponders evolution, consciousness, and the universe’s inscrutable depths."
159,0.95,"A slow, haunting journey into a zone where reality, free will and the unknowable collide."
179,0.9,"A dystopian parable of ultraviolence, conditioning and a choice between freedom and control."
183,0.88,"A claustrophobic thriller that probes life, death and what it means to be human under alien threat."
180,0.85,"A surreal Vietnam War epic questioning morality, madness and the darkness in every soul."
1411,0.8,Campy space farce that cheekily subverts gender roles and pop-culture clichés.
89,0.78,"A noir-infused future grapples with artificial life, identity and the soul's persistence."
175,0.75,Satirical sci-fi dystopia skewers bureaucracy and the fragility of individual reality.
172,0.72,"A darker vision of rebellion and fate in a galaxy far, far away; the struggle continues."
181,0.7,Redemption and destiny entwine in a final battle between light and dark in space.
