movieId,score,reason
641,1.0,Powerful WWI court-martial drama highlighting command politics over combat
474,0.93,Satirical Cold War film centered on nuclear doctrine and political brinkmanship
205,0.89,Portrayal of Gen. Patton’s strategic leadership and political clashes in WWII
520,0.85,"Explores strategic dilemmas and moral conflicts in a WWII POW camp, not frontline action"
511,0.82,Depicts high-level desert campaigns and political alliances in WWI Middle East
520,0.78,POW camp breakout focuses on planning and camaraderie away from battlefield combat
524,0.74,Charlie Chaplin’s political satire skewers fascist strategy and propaganda
136,0.71,Idealistic senator battles political corruption and legislative maneuvering
601,0.68,"Spanish Civil War-set drama exploring loyalty, ideology, and wartime decisions"
483,0.65,Wartime intrigue in Vichy-era Casablanca emphasizes political negotiations over fights
