movieId,score,reason
53,0.95,Natural Born Killers – savage media critique in a darkly comic spree
347,0.93,Wag the Dog – political spin and propaganda exposed with sharp humor
474,0.91,Dr. Strangelove – biting Cold War satire on military-industrial absurdity
175,0.88,Brazil – hyper-bureaucratic dystopia lampoons corporate control
56,0.86,"Pulp Fiction – pop culture and crime collide in edgy, self-aware satire"
160,0.84,Glengarry Glen Ross – ruthless corporate sales world laid bare with dark wit
390,0.82,Fear of a Black Hat – mockumentary skewers gangsta rap tropes with comedy
707,0.8,Enchanted April – upper-class retreat reveals social pretensions in satiric tone
748,0.78,"Saint, The – rogue spy comedy skewers pop-culture and ideology"
719,0.75,Canadian Bacon – cross-border caricature of media and military follies
