movieId,score,reason
50,0.95,An epic space opera that immerses you in a galaxy of strange planets and cultures.
172,0.93,"A darker, deeper exploration of a vast galactic universe and compelling characters."
135,0.92,"A visionary, mind-bending odyssey through space with stunning, surreal imagery."
132,0.9,A magical journey to a vividly realized fantasy land brimming with wonder.
173,0.89,"A whimsical, romantic fairytale set in a lush, storybook world full of adventure."
91,0.88,"A dark, fantastical world of Halloween Town that blends eerie beauty with whimsy."
420,0.87,A dreamlike descent into Lewis Carroll’s surreal Wonderland of the imagination.
175,0.85,"A surreal, dystopian vision of society with unique, haunting world-building."
691,0.84,"A noirish cityscape shifts unsettlingly in a stylish, nightmarish urban realm."
432,0.83,"An animated fantasia pairing classical music with breathtaking, abstract visuals."
