movieId,score,reason
496,1.0,An everyman’s crisis leads to discovering his worth and community’s boundless support.
427,0.97,An earnest lawyer fights for justice in a case that inspires empathy and hope.
8,0.95,A pig’s innocent kindness heals hearts and bridges every divide.
378,0.93,A fragile faith in a boy’s voice brings a town together in unexpected compassion.
402,0.9,A grieving widower’s guidance brings peace and purpose beyond the grave.
71,0.88,A lion cub’s perseverance and a father’s unwavering love shine bright.
140,0.86,A dog’s loyalty turns a perilous journey into a testament of devotion.
272,0.84,A janitor’s quiet genius and pure heart transform everyone around him.
215,0.82,An Iowa farmer’s dream unites spirits and proves miracles happen.
65,0.8,Gentle brotherly care and simple love endure against all odds.
