movieId,score,reason
53,0.95,Controversial satire of media-fuelled violence
56,0.94,Interwoven crime stories in Tarantino’s iconic opus
64,0.93,Powerful prison drama about hope and friendship
43,0.92,Steamy corporate thriller of power and betrayal
282,0.91,Intense legal drama of justice and revenge
566,0.9,High-stakes political thriller with Harrison Ford
782,0.89,Raw crime drama set in a Ukrainian mob underworld
943,0.88,Gripping Paris heist thriller with dark undercurrents
568,0.87,Relentless bus survival against a bomber’s game
68,0.86,Dark fantasy revenge tale rooted in urban crime
