movieId,score,reason
664,1.0,"Slow, meditative landscape psychodrama that feels like life itself unfolding in hushed tones."
60,0.95,"Elegant character study of grief and rebirth told in a graceful, unhurried style."
170,0.9,"Lyrical ode to cinema and memory, tenderly paced and deeply empathetic."
1429,0.85,Vibrant vignettes of city life and fleeting encounters rendered with infectious calm.
516,0.8,Charming small-town tale of unlikely friendships that unfolds with gentle warmth.
14,0.75,Delightfully poetic coming-of-age story where every sunrise feels like a revelation.
18,0.7,"Tender, simple quest viewed through the innocent eyes of a child on a market day."
1199,0.65,Quiet wartime romance that lingers in the spaces between words and glances.
464,0.6,"Minimalist staging of a classic play by strangers in an empty theater, quietly alive."
584,0.55,Gradual suspense piece with serene visuals and the weight of waiting heavy in the air.
