movieId,score,reason
178,0.95,Twelve jurors debate a single verdict entirely through tense dialogue.
1274,0.92,A lonely writer and a judge hash out a life-and-death case over drinks.
802,0.89,A desperate father and a kidnapped child’s voice carry a suspenseful talk.
437,0.86,"After a cold case, two detectives converse in a diner as truths unravel."
42,0.83,Two convenience-store clerks banter through a shift that reveals hidden pains.
258,0.8,"A radio host and caller spar in a booth, their subtext exposing deep wounds."
658,0.77,High school students converse under the shadow of a looming masked killer.
807,0.74,Roommates confront their own demons through a night of raw confession.
613,0.71,An orphan meets her lookalike cousin in whispers that speak volumes of loss.
1498,0.68,A mad reporter and a crooked guard trade barbs in a small courtroom.
