movieId,score,reason
28,0.96,Apollo 13 delivers quietly triumphant drama as real-life astronauts overcome near-impossible odds
22,0.95,Braveheart inspires with true-life courage and victory amid epic odds and stirring triumph
509,0.94,"My Left Foot celebrates real-life triumph over disability with tender, quietly uplifting drama"
468,0.93,"Rudy portrays real-life grit and goals achieved against all odds in a heartfelt, inspirational tale"
527,0.92,Gandhi offers uplifting true-story drama of one man’s peaceful triumph over oppression
205,0.91,"Patton delivers bold true military leadership and a triumphant, quietly stirring wartime journey"
223,0.9,Sling Blade follows a man’s journey from darkness to redemption in a quietly triumphant true-life drama
250,0.89,The Fifth Element breathes hopeful adventure into a true-life-inspired battle to save humanity
48,0.88,Hoop Dreams captures true sports grit and uplifting triumph over adversity in real life
15,0.87,Mr. Holland’s Opus is a gentle true-story drama of a teacher’s lasting legacy and quiet triumph
