movieId,score,reason
1,1.0,Pixar’s groundbreaking adventure filled with toy-sized wonder and heart
423,0.9,Beloved alien friendship tale that captures childhood awe and magic
95,0.8,Animated treasure of wonder and fun in an Arabian Nights-inspired world
173,0.7,"Playful fairy-tale romp packed with swordplay, humor, and romance"
94,0.65,Holiday hijinks as a child defends home from bumbling burglars
78,0.6,Boy bonds with orca in a heartfelt tale of friendship and adventure
71,0.55,Epic coming-of-age saga set on the African savannah with stirring songs
21,0.5,Muppet-powered pirate voyage bursting with slapstick and song
755,0.45,Jungle board game brought to life in a thrilling wild adventure
140,0.35,Faithful animal journey across Canada forging an unbreakable bond
