movieId,score,reason
135,1.0,Slow cosmic voyage unfolds with deliberate poetic rhythm
89,0.95,Neon-lit streets breathe in every drawn-out moment
200,0.9,Winter’s hush magnifies every tense glance
955,0.85,Soft awakenings and gentle conversations ooze anticipation
60,0.8,Grief-soaked odyssey lets emotions swell ever so slowly
59,0.75,Chance collision brings two lives to a teasing standstill
61,0.7,Quiet revenge plot simmers before its final sting
170,0.65,Nostalgic film-buff’s return grows richer with each scene
171,0.6,"Surreal apartment life unspools in measured, mounting dread"
86,0.55,Unspoken regrets echo through stately silence
