movieId,score,reason
178,1.0,"Twelve jurors locked in a single room, conflict driven entirely by dialogue and performances"
160,0.9,"Corpulent salesmen trapped in a cramped office, razor-sharp dialogue fuels mounting tension"
31,0.8,"Submarine interior, two officers clash over a launch order in a claustrophobic setting"
156,0.75,"Crooks bide their time in a warehouse, mistrust and betrayal sparking every exchange"
42,0.65,"Convenience store counter, two clerks and a customer face off in a slice-of-life showdown"
85,0.6,"Thieves hold a family hostage in one living room, tension born of wry banter and cracked nerves"
1073,0.55,"Three flatmates confront a corpse in their apartment, mounting unease from each revelation"
505,0.5,"All action unfolds in one apartment, a husband’s lethal plot spun out in tense private parlance"
1581,0.45,"Witnesses crammed into a single room, stories and flashbacks heighten the mystery’s claustrophobia"
494,0.4,"Rapid-fire newsroom and apartment scenes, tension from sharp-witted dialogue and shifting loyalties"
