movieId,score,reason
135,0.98,Stunning cosmic odyssey that leaves you staring into the void as it unravels existence.
639,0.96,"Bleak, atmospheric journey that plants a seed of existential dread you can’t uproot."
89,0.94,Rain-soaked sci-fi noir drenched in loneliness and the search for meaning in a dying world.
949,0.92,Quiet family tragedy that crushes the soul with its unrelenting emptiness.
60,0.9,Elegiac tale of grief and isolation that drifts into a tender yet desolate void.
521,0.88,War’s aftermath portrayed with soul-crushing bleakness that haunts like a fading echo.
180,0.86,"Violated by war’s chaos, this dark odyssey forces you to confront humanity’s abyss."
7,0.84,Time-twisting plague thriller that leaves you unmoored and unsettled long after it ends.
175,0.82,Dystopian satire where bureaucratic nightmares breathe cold despair into every frame.
131,0.8,Neo-noir fever dream that drowns you in disorienting gloom until you’re lost in the static.
