movieId,score,reason
170,1.0,"Nostalgic Italian drama with a complete, moving story of love for cinema."
248,0.95,"Sharp, standalone dark comedy about a hitman’s midlife crisis and reunion."
1127,0.9,Complete satirical drama following one man’s journey from illusion to reality.
276,0.85,"Unflinching, self-contained romance of tragic depths and raw humanity."
531,0.8,"True-life musical drama with a beginning, middle, and triumphant emotional arc."
64,0.75,"Powerful friendship drama that builds to a perfect, self-contained payoff."
196,0.7,Inspirational tale of self-expression and legacy in a neatly resolved school setting.
197,0.65,Stand-alone satirical romance capturing one man’s search for purpose.
202,0.6,"Ingenious, self-contained time loop comedy with a rich character journey."
955,0.55,Enchanting standalone romance unfolding in a single Vienna night.
