movieId,score,reason
663,0.95,"Simple gardener’s innocent wisdom reshapes lives, dry humor and subtle magic in everyday speech."
202,0.92,"Quirky time loop with gentle humor, undercurrents of warmth and eventual personal growth."
419,0.9,"Enchanting nanny’s playful miracles, delightful everyday magic and enduring optimism."
420,0.88,"Whimsical descent into a dreamlike world, charming strangeness and childlike wonder."
428,0.87,"Bittersweet romance of eccentric souls, quirky humor tinged with melancholy magic."
91,0.85,"Lovingly crafted stop-motion fantasia, haunting beauty and whimsical wonder."
378,0.83,"Subtle Christmas enchantment that restores faith, warm humor with a gentle touch."
1,0.82,"Sentient toys’ secret lives, charming detail and heartfelt moments with a magical touch."
8,0.8,"Country charm meets talking pig camaraderie, soft magic woven into everyday farm life."
151,0.78,"Whimsical chocolate factory full of wonder, fantastical delights in a gentle, strange world."
