movieId,score,reason
157,0.98,"Visceral portrayal of infantry in Vietnam’s chaos, unflinchingly personal."
180,0.96,Hallucinatory descent into the madness of a single riverine rescue mission.
188,0.94,"Two-part Marine boot camp and battlefield immersion, relentless intensity."
22,0.92,Epic medieval battle sequence that drops you in the mud and blood of war.
241,0.9,Razor-sharp colonial frontier fight for survival in the wilderness.
110,0.88,Green Beret mission to transport an elephant across Vietnam under fire.
97,0.86,Plains cavalry vs. Sioux—sweeping action focused on a single dramatic stand.
265,0.84,Submarine chase teems with claustrophobic tension and sudden eruptions of action.
203,0.82,Aging gunslinger’s final showdown underlines personal survival over strategy.
470,0.8,"Lawman vs. outlaws in Tombstone’s fierce, unrelenting street battles."
