movieId,score,reason
205,1.0,Epic biographical war portrait of a legendary general’s command
199,0.91,Masterful POW drama exploring duty and humanity under brutal captivity
157,0.82,"Raw, visceral portrayal of infantry soldiers in Vietnam conflict"
188,0.73,Unflinching look at the making of Marines under ruthless drill instructors
651,0.64,Powerful depiction of the first African-American regiment’s fight for equality
528,0.55,"Intimate, harrowing account of a journalist’s struggle in 1980s Cambodia"
318,0.46,Gripping true story of law versus atrocity amid the Holocaust horrors
521,0.37,Ground-level saga of friendship and survival through Vietnam’s jungle war
265,0.28,Tense Cold War submarine standoff highlighting strategic and human stakes
197,0.19,"Rowdy, visceral immersion in a key Vietnam prison camp revolt"
