movieId,score,reason
48,1.0,Hoop Dreams portrays raw basketball ambition and sacrifice
468,0.95,Rudy embodies the underdog’s unbreakable football spirit
215,0.9,Field of Dreams captures the magic payoff of baseball faith
28,0.85,Apollo 13 is a high-stakes mission with real-life tension
237,0.8,Jerry Maguire celebrates the fierce drive of sports loyalty
161,0.75,Top Gun’s aerial combat delivers pure adrenaline and grit
568,0.7,"Speed is a relentless, high-octane ride from start to finish"
144,0.65,Die Hard’s unyielding heroism is a masterclass in one-man grit
234,0.6,Jaws’s shark suspense is an elemental survival challenge
820,0.55,Space Jam fuses basketball competition with joyful chaos
