movieId,score,reason
64,0.95,A man returns to prison life while unraveling dark secrets of his friend’s death
44,0.92,Widow returns to a small Maine town and uncovers simmering tensions beneath its quiet surface
760,0.9,FBI informant in isolated jungle encounters deadly pursuit and hidden betrayals
386,0.88,A devoted housewife’s idyllic life in Connecticut masks a lethal family conspiracy
44,0.88,(repeat) Widow returns to a small Maine town and uncovers simmering tensions beneath its quiet surface
1029,0.85,"A trial draws a family back to a grim hometown secret, exposing long-buried resentments"
485,0.83,A high-society orphan navigates scandal and betrayal in a stifling American city
300,0.8,"President’s airplane forced down, revealing hidden corruption in a claustrophobic setting"
140,0.78,Pets’ perilous journey home hides darker human secrets in a nostalgic small-town thriller
378,0.75,A stranger’s claims at a boarding house stir suspicion and uncover buried tragedies
