movieId,score,reason
1016,1.0,Explosive airborne jailbreak with non-stop momentum
298,0.95,"Identity swap mayhem in a wild, high-octane ride"
233,0.9,Battleship hijinks fuel this high-voltage thrill fest
144,0.85,Iconic rooftop showdowns in a Christmas-time siege
568,0.8,"Speed-locked bus and breakneck, adrenalized thrills"
27,0.75,Miami-set narco chase unleashes relentless action
121,0.7,Global invasion spectacle with all-out blockbuster scope
117,0.65,Alcatraz assault brute-force spectacle of suspense
96,0.6,Liquid-metal carnage and breakneck chase sequences
118,0.55,Storm-chasing tornado set pieces thrill the senses
