movieId,score,reason
37,1.0,Nadja’s decaying New York apartment is a claustrophobic gothic maze of secrets.
44,0.95,Dolores Claiborne’s tiny Maine island traps everyone in a web of suspicion.
1177,0.9,Evergreen’s boarded-up psychiatric ward becomes a suffocating stage for corruption.
1226,0.85,Dante’s Peak’s kitschy small town collapses under volcanic chaos and hidden ties.
1278,0.8,Mortal Kombat’s tournament island turns intimate battlegrounds into claustrophobic cages.
1399,0.75,Stranger in the House’s sleepy English village turns sinister as buried pasts surface.
1095,0.7,"Speculator’s incinerated town sets a tight, suffocating backdrop for personal betrayals."
1306,0.65,American Strays’s roadside diner becomes a linchpin for confessions that bind and suffocate.
902,0.6,The Big Lebowski’s Crestwood Estates feels like a pressured labyrinth of local secrets.
1425,0.55,Bushwhacked’s gated suburban banks snare small-town ambitions in a web of police intrigue.
