movieId,score,reason
178,0.95,"One room, twelve jurors in charged debate—dialogue drives every twist"
12,0.92,Police lineup room yields sharp power shifts through verbal jousting
80,0.9,MIAs held in interview room as hitmen’s one-act drama unfolds in conversation
250,0.88,Immortal freshly cloned is interrogated in one stark underground room
268,0.85,Chasing Amy’s comic duo in confined scenes—confessions and power games in tight space
222,0.83,First Contact’s shuttle debriefing—two voices spar on humanity’s fate
37,0.8,Desperate Dr. reveals dark past to a single silent witness in one office
886,0.78,Eddie’s basketball coach meets one player at home with life-changing offer
333,0.76,"The Game’s final debrief—two men alone, revelations and shifting dominance"
566,0.72,"Pulp Fiction’s diner scene—two characters, one booth, dialogue as the plot"
