movieId,score,reason
446,0.95,Grisly house with shifting rooms defies logic and sanity
442,0.92,Surreal asylum horrors merge with black-comedy lunacy
42,0.9,"Everyday banter veers into absurd, chaotic detours"
50,0.88,Epic saga bends reality in ever-shifting timelines
60,0.85,Nonlinear grief tale warps time and emotional logic
92,0.82,"Road-trip love story punctuated by relentless, unpredictable turns"
159,0.8,Erotic thriller keeps you guessing at every lacy reveal
56,0.78,Disordered chronology crafts brilliant tapestry of crime
56,0.78,Disordered chronology crafts brilliant tapestry of crime
12,0.75,Con men’s tale spins twist upon twist in clever chaos
