movieId,score,reason
267,0.98,A biotech summit trip turns into an identity crisis with unsettling social fallout
200,0.8,An isolated hotel caretaker’s mind unravels amid covert surveillance tech
260,0.75,Event horizon research reveals unknowable horrors beyond humanity’s reach
84,0.7,A CIA agent uncovers alien tech’s mind-bending impact on human autonomy
270,0.65,Genetic “perfection” drives a man to question destiny and freedom in a future age
158,0.6,A suburban weekend spirals when coded murders exploit new forensic vulnerabilities
109,0.55,A sci-fi spoof reveals society’s blind spots in the face of bogus miracles
175,0.5,Bureaucratic dystopia looms as one man’s rebellion tests the fabric of society
115,0.45,A haunted investigator probes tech’s unseen power in an Edward D. Wood Jr. exposé
602,0.4,A pop artist’s radical vision questions political consent through new media arcs
