movieId,score,reason
89,0.98,"Blade Runner’s minimal dialogue amplifies its moody, immersive world."
135,0.95,2001’s extended vistas speak volumes—visual odyssey beyond words.
176,0.92,Aliens’ tense exploration—visuals and sound drive primal survival.
132,0.89,Wizard’s wordless journey—surreal imagery crafts this dreamy quest.
122,0.86,Moses’ silent traverse through amphibious underworld—visceral immersion.
124,0.83,"Deserted town’s silence is deafening—minimal words, maximum dread."
599,0.8,Daniel Crusoe’s silent resilience defines his isolation and survival.
649,0.77,Con men wander Alaskan wilderness—show don’t tell survival tale.
1053,0.74,Silent wanderer’s odyssey across lost horizons—soundful solitude.
101,0.71,Heavy Metal’s vignette flow—evocative visuals outrun any dialogue.
