movieId,score,reason
258,1.0,A linguist deciphers mysterious alien transmission focusing on first contact and scientific inquiry.
135,0.95,Monolith discovery and cosmic mystery drive a scientific exploration rather than a war story.
164,0.9,"Deep‐sea encounter with nonhostile aliens emphasizes science and curiosity, not combat."
222,0.85,Voyage back to ensure humanity’s first peaceful meeting with an alien race.
62,0.8,Archaeological and linguistic puzzle of an ancient portal sparks scientific wonder.
270,0.75,Genetic determinism and biological limits explored through speculative science.
28,0.7,True‐life mission drama with rigorous attention to technical and scientific detail.
355,0.65,Investigation of a mysterious alien artifact probes human psyche and physics.
125,0.6,"Sudden cognitive leap explored scientifically in a grounded, nonviolent drama."
260,0.55,"Voyage to test the edge of known physics with a scientific rescue focus, not war."
