movieId,score,reason
135,1.0,2001: A Space Odyssey’s haunting score drives its slow-burn quest more than dialogue
657,0.95,Manchurian Candidate’s shadowy jazz builds mounting dread in muted conspiracies
180,0.9,Apocalypse Now uses ambient jungle soundscapes to amplify its creeping investigation
536,0.88,Ponette’s sparse whispers give way to ethereal score in her search for lost love
44,0.85,Dolores Claiborne’s probe into a crime relies on eerie silences and music cues
44,0.82,Dolores Claiborne underscores trauma by letting its haunting score speak volumes
501,0.8,Dumbo’s Claude Debussy pastiche shapes its slow-burn wonder far more than character talk
44,0.78,Dolores Claiborne forgoes chatter to let its somber tone chart building tension
44,0.75,Dolores Claiborne credits silence to let scoring accentuate creeping suspense
135,0.74,2001: A Space Odyssey trusts classical music to guide its meditative alien mystery
