movieId,score,reason
28,0.95,True story of space survival with technical detail and no sci-fi gimmicks
89,0.9,Realistic near-future thriller focusing on human vs. rogue android tech
171,0.88,1950s undersea thriller grounded in plausible deep-sea physics
205,0.85,WWII general grapples with strategic engineering challenges realistically
464,0.82,Indie explores artistic staging with no supernatural elements
169,0.8,Logistical thriller with attention to practical mechanical detail
790,0.78,Disabled man’s redemption without any paranormal sci-fi embellishments
239,0.75,Expert sneaker-testing caper grounded in real-world technology
590,0.72,Submarine horror rooted in Cold War engineering plausibility
197,0.7,Vietnam-era psychological drama with procedural legal realism
