movieId,score,reason
129,0.95,Lesbian ex–con and neighbor scheme a fresh take on crime in a world with few spells
239,0.92,"Sneakers in a tech-filled world, low stakes caper in one city’s alleys"
42,0.9,"Clerks’ geek magic world—one store, one day, no world-ending drama"
944,0.88,"Renaissance Man’s college days clash with bizarre medical high jinks, local comedy stakes"
584,0.85,"The Secret Garden’s quiet wonder, one hidden locale’s magic woven through blossoms"
964,0.83,A Month by the Lake’s cottage retreat becomes a low-key romantic quest of small-town scandal
119,0.8,Maya Lin doc—local artistic battle rather than sweeping historical saga
864,0.78,My Fellow Americans’ small group political skirmish—high-concept satire at county fair level
227,0.75,"Star Trek VI’s peace talks at a single Klingon moon, confined diplomacy over epic space war"
250,0.72,Fifth Element’s container hunt—local Paris setup with sci-fi twist
