movieId,score,reason
8,1.0,Babe celebrates unlikely friendship and steadfast loyalty
140,0.95,Homeward Bound: The Incredible Journey warms with true devotion
173,0.9,The Princess Bride highlights the comfort of genuine camaraderie
216,0.85,"When Harry Met Sally… captures deep, non-romantic connection"
42,0.8,Clerks finds warmth in friendship amid everyday absurdity
241,0.75,The Last of the Mohicans shows loyalty in the face of danger
170,0.7,Cinema Paradiso honors the bond between a boy and his mentor
955,0.65,Before Sunrise honors a fleeting but profound human connection
959,0.6,Dazed and Confused depicts buddies finding each other’s back
173,0.55,(Duplicate omitted)
