movieId,score,reason
50,1.0,"Legendary space fantasy adventure in a galaxy far, far away."
173,0.95,Beloved fairy-tale fantasy adventure full of wit and swashbuckling fun.
174,0.93,"Iconic action-adventure with thrills, exotic locales, and a dash of the supernatural."
250,0.92,Colorful sci-fi fantasy adventure through a futuristic universe.
755,0.91,Magical board game unleashes wild jungle adventure.
142,0.9,Enchanting wartime fantasy musical adventure with magic and song.
132,0.89,Timeless fantasy musical journey over the rainbow.
21,0.88,Swashbuckling puppet adventure on the high seas.
420,0.87,Whimsical fantasy adventure in a topsy-turvy Wonderland.
472,0.86,Epic medieval fantasy adventure featuring dragons and heroism.
