movieId,score,reason
19,0.97,"Dutch post-war matriarch saga, won 1995 Best Foreign Language Oscar"
14,0.95,Italian film about Pablo Neruda's exile and poetic friendship
30,0.94,"French classic exploring a housewife's secret fantasies, Palme d'Or winner"
59,0.93,"Polish-French romance part of acclaimed Three Colors trilogy, Golden Lion winner"
60,0.92,"French drama of grief and freedom, award-winning second in Three Colors trilogy"
61,0.91,"Polish comedy of marriage and revenge, completes award-winning Three Colors trilogy"
170,0.9,"Italian ode to film, Oscar-winning classic celebrating childhood and cinema"
6,0.89,"Chinese crime drama by Zhang Yimou, visually rich portrayal of 1930s Shanghai"
18,0.88,"Iranian tale of a girl’s determined quest in a Tehran market, Silver Bear–winning"
16,0.87,"Rebel French comedy on sexuality and marriage, César Award winner"
