movieId,score,reason
22,0.98,Epic battlefield grit and personal sacrifice culminate in a powerful sense of earned triumph
28,0.95,Tense spaceflight struggle captures raw endurance and quiet relief upon rescue
69,0.93,Solo odyssey through history shows perseverance rewarded with touching fulfillment
96,0.91,Relentless physical trials and unflinching resolve deliver a resonant victory
118,0.88,"High-stakes storm chasing tests grit and ends with exhausted, hard-won accomplishment"
468,0.86,Underdog football dreamer fights doubters with unwavering resolve and joyous payoff
193,0.83,Cold War test pilots' rigorous training and steely determination earn hard-fought success
281,0.8,Rafting disaster becomes heart-stopping survival test ending in hushed relief
204,0.77,Timely adventure forces a lone hero to push limits and restore order with triumphant calm
562,0.75,High noon pistol duels test nerve and mastery before the final hush
