movieId,score,reason
15,0.95,"Heartfelt family drama about a music teacher juggling career and home, easy to follow."
65,0.9,Touching tale of small-town family caring for a brother with special needs.
371,0.88,Emotional mature romance about love and duty in an Iowa family.
66,0.87,Charming romantic comedy with warm family moments and easy humor.
88,0.86,"Witty, feel-good romance with lovable characters and heartwarming family ties."
699,0.85,"Classic coming-of-age story following sisters through joy, grief, and sisterhood."
136,0.84,Inspirational tale of small-town hero fighting corruption with idealism and humor.
417,0.83,Light-hearted family comedy about twins scheming to reunite their parents.
170,0.82,Sweet ode to friendship and family set around a small-town movie theater.
51,0.8,Epic tale of brothers and family tested by war and love in early 20th-century America.
