movieId,score,reason
65,0.95,Teenage coming-of-age drama full of small-town angst.
36,0.93,High school rom-com exploring first love and identity.
45,0.9,Family drama examining change in a tight-knit clan.
66,0.88,Lighthearted romance with Chicago charm.
37,0.85,Cult vampire drama mixing suspense and style.
42,0.82,Iconic indie slice-of-life with sharp wit.
96,0.8,Groundbreaking sci-fi sequel with deep themes.
197,0.78,Classic 1960s drama of youthful rebellion.
272,0.75,Math genius drama set against Boston’s backdrop.
280,0.72,Emotional romance balancing career and love.
