movieId,score,reason
55,1.0,A lone hitman’s precision and unwavering skill drive a masterful tale of silent resolve
273,0.95,Meticulous heist sequences showcase flawless execution at every perfectly timed step
193,0.9,Top test pilots’ disciplined daring yields historic breakthroughs in high-speed flight
127,0.85,"Mafia mastermind’s calculated genius unfolds in a taut, impeccably orchestrated power play"
187,0.8,Parallel rises of a crime lord and his son reveal unmatched mastery in criminal enterprise
205,0.75,"A legendary general’s strategic brilliance reshapes a war with disciplined, decisive command"
265,0.7,Submarine defector’s cunning gamble and naval precision deliver edge-of-your-seat satisfaction
194,0.65,"Con artists’ flawless deception and synchronized cons play out in a clever, complex sting"
28,0.6,NASA and astronauts’ seamless teamwork and split-second precision deliver a triumphant return
693,0.55,High-stakes gambling rigged with cold calculation and ruthless negotiation
