movieId,score,reason
64,1.0,Bittersweet prison epic about solitude and the human need for meaningful friendship.
14,0.95,Poetic tale of a gentle outsider forging connection through letters and longing.
170,0.9,Nostalgic return to childhood’s cinematic magic that reunites soul and screen.
512,0.85,Angelic reverie bridging two lives across an indifferent city in whispered moments.
272,0.8,Tough-love mentor relationship that blossoms into empathetic understanding.
423,0.75,Touching story of a boy and a visitor who find a fleeting but profound bond.
955,0.7,Chance meetings in a foreign city that lead to an unforgettable human connection.
181,0.65,Lonely android finds human solace in a loving gesture by a widowed mom.
132,0.6,A girl’s wish for adventure turns into friendship on a magical tornado ride.
65,0.55,Small-town family coping with disability through quiet loyalty and affection.
