movieId,score,reason
279,0.92,She won’t see him as anything but a tenant—until sparks fly from real animosity
417,0.9,Twin sisters bicker like enemies before their bond becomes something more
50,0.88,This banter-heavy sci-fi surprises with real friction before attraction
783,0.85,Three friends snipe at each other until betrayals blossom into genuine love
536,0.83,She torments him over fantasy-turned-real passion in an unexpected romance
396,0.8,Deadpan humor masks real conflict that evolves into a tender connection
152,0.78,"He plays doorman, she sneers—then that edge of hate becomes a surprising crush"
665,0.75,She rebuffs his every move—until real longing makes their snipes ring true
922,0.73,"Undercover tensions erupt into a challenging, earned spark of romance"
802,0.7,Harsh gritty drama turns to chemistry as hard feelings melt into attraction
