movieId,score,reason
135,1.0,"An expansive journey into the indifferent cosmos, evoking profound cosmic insignificance."
183,0.92,"Alien’s cold, unfeeling void traps its victims in a suffocating spaceship nightmare."
89,0.88,Blade Runner’s rain-drenched dystopia underscores humanity’s smallness in a vast future.
691,0.85,Dark City’s twisted urban labyrinth feels disorientingly controlled by an uncaring universe.
159,0.82,Stalker’s enigmatic Zone creates creeping dread and existential unease at every turn.
260,0.78,Event Horizon’s deep-space horror hints at an abyssal void beyond human comprehension.
200,0.75,"The Shining’s silent halls and unseen forces evoke a relentless, inescapable dread."
512,0.72,Wings of Desire’s lonely angels observe humanity’s smallness against the city’s vastness.
1125,0.68,"The Innocents’ haunted house traps the soul in a subtle, claustrophobic psychological horror."
135,0.65,2001’s monolith scenes make us feel insignificant before unknowable cosmic forces.
