movieId,score,reason
200,0.98,Family isolated in eerie hotel with growing madness and dread
446,0.95,"Couple’s summer home warps into oppressive, malevolent force"
201,0.93,Remote cabin unleashes creeping terror and dark humor
44,0.91,Widow’s rural Maine home harbors unspoken horrors
185,0.89,Suburban home becomes site of mounting psychological dread
106,0.87,"Quarantine schoolhouse hides sinister, suffocating terror"
443,0.85,"Quiet coastal town besieged by relentless, inexplicable assaults"
11,0.82,"City under serial killer’s slow, crushing moral weight"
670,0.79,"Invasion of alien seed pods spreads silent, existential horror"
446,0.95,"Couple’s summer home warps into oppressive, malevolent force"
