movieId,score,reason
64,0.95,"Hope and friendship bloom in a grim prison, uplifting finale earned through hard-won struggle."
496,0.92,"Gentle celebration of life’s worth, heartfelt redemption and community warmth."
215,0.9,"Magical baseball journey bridging generations, quiet faith inspiring profound wonder."
196,0.88,"Emotional exploration of youth and freedom, bittersweet lessons that endure."
136,0.87,"Idealistic stand against corruption, stirring oratory and unwavering integrity."
15,0.85,"Portrait of devotion and impact, unexpected legacy born from daily perseverance."
170,0.83,"Love letter to memories and cinema, tender nostalgia enriched with real-world warmth."
427,0.82,"Gentle moral awakening in a small town, heartfelt justice and unwavering empathy."
485,0.8,"Transformation and wit entwine, charming romance underscored by personal growth."
272,0.78,"Genuine friendship and breakthrough therapy, moving journey to self-acceptance."
