movieId,score,reason
200,0.98,Epic World War II psychological odyssey blending grand conflict and personal crisis
511,0.95,Stunning desert landscapes frame the epic rise of a war hero
173,0.93,Fairy-tale romance across borders with lush period detail
170,0.9,Moving saga of friendship and cinema in postwar Sicily
385,0.88,Baroque passion and political intrigue in interwar France
57,0.85,Political madness and royal decline in opulent court drama
599,0.83,Courtroom saga of power struggles amid Cold War tension
199,0.8,Soldiers’ resilience against brutal chains in classic war drama
312,0.78,Savannah’s haunting murder sparks an engrossing southern thriller
39,0.75,Cybernetic chase across war-torn future landscapes
