movieId,score,reason
96,1.0,"Futuristic AI protects a child in a high-stakes techno-thriller, no jump scares"
250,0.95,Colorful intergalactic adventure with no horror elements
257,0.93,Lighthearted alien buddy-cop sci-fi romp without jump scares
62,0.91,"Interstellar gate exploration, classic sci-fi spectacle"
121,0.89,"Epic alien invasion, no horror jump scares"
270,0.87,"Genetic future with sleek visuals, low horror tension"
176,0.85,"Action-packed alien combat, not a jump-scare horror film"
82,0.83,"Dinosaur theme-park sci-fi adventure, no horror scares"
228,0.81,"Starship battle sequel, strong sci-fi elements"
172,0.79,"Galaxy rebellion classic, post-1980 release"
