movieId,score,reason
11,1.0,"Seven unfolds as a relentless countdown through deadly sins, ratcheting up suspense with each chilling clue"
178,0.95,12 Angry Men traps you in a tense jury room as verdicts hang by a thread in this gripping courtroom drama
7,0.9,Twelve Monkeys hurtles you through time on a nerve-shredding mission against a deadly clock
28,0.85,Apollo 13 is a heart-pounding countdown to survival as NASA races against time to bring astronauts home
135,0.8,2001: A Space Odyssey builds cosmic tension around an escalating confrontation with the HAL computer
225,0.75,101 Dalmatians drives suspense from kidnapped puppies to daring rescue in this dark twist on a counting tale
690,0.7,"Seven Years in Tibet counts down to survival on a perilous Himalayan odyssey, full of quiet tension"
314,0.65,3 Ninjas: High Noon At Mega Mountain keeps the clock ticking on a race against villains in a high-stakes finale
615,0.6,"39 Steps builds stylish, edge-of-your-seat suspense in Hitchcock’s masterful thriller"
70,0.55,Four Weddings and a Funeral keeps you guessing through its witty countdown of life’s big events
