movieId,score,reason
171,1.0,"Grotesque comedy set in a surreal apartment block with macabre, whimsical flair."
175,0.95,Disturbing dystopian satire drenched in dark humor and bizarre invention.
179,0.9,Futuristic black comedy steeped in stylized violence and mind-bending visuals.
154,0.85,Blasphemous rockumentary parody that dissects fame with absurdist wit.
91,0.8,Fantastical stop-motion musical that blurs the line between Halloween and Christmas.
37,0.75,Dreamlike low-budget horror with minimal lines and haunting imagery.
663,0.7,Deadpan fable of an android cowboy offering outsider insights in modern Manhattan.
855,0.65,High-fashion musical horror that melds glamour with gory surrealism.
206,0.6,Landmark anime boasting hallucinatory art and cyberpunk disorientation.
919,0.55,Visually arresting sci-fi fantasy with nightmarish puppets and dream logic.
