movieId,score,reason
7,0.98,"After the plague, underground survivors rebuild quiet bonds as sunlight breaks through."
48,0.96,"Two boys dribble hope through broken courts, forging new futures in a slowly healing world."
175,0.94,Amidscapes of bureaucratic dystopia give way to subtle community reconnection and fragile hope.
82,0.92,"Jurassic Park’s ruins echo rebirth, as people tentatively forge a new society among ancient bones."
99,0.9,A child’s dream of baseball kindles community effort on fields rising from flooded farmlands.
584,0.88,A hidden garden’s renewal mirrors the slow healing of wounded hearts after war and loss.
41,0.86,"A corporate heir learns to cultivate real connections, planting seeds for a gentler future."
81,0.84,"Small-town struggles face off with big city dreams, as hopeful souls rebuild shattered lives."
126,0.82,"A parolee finds renewal in a tiny town, forging family bonds in an overlooked community."
164,0.8,"Deep under the sea, humanity’s remnants converge to begin healing in a silent, hopeful abyss."
