movieId,score,reason
200,1.0,Isolated hotel corridors amplify every whispered threat
178,0.95,A single room traps twelve men in a battle of wills and prejudice
603,0.9,Housebound voyeur unwittingly witnesses a crime he cannot escape
98,0.85,Prison cell holds a monster as terrified trainee follows deadly paths
31,0.8,Submarine walls close in as mutiny and secrecy collide
183,0.75,Claustrophobic spaceship corridor hides a relentless predator
260,0.7,Deep-space vessel reveals no exit from its own deadly nightmare
164,0.65,Underwater outpost faces unrelenting pressure from within and below
64,0.6,Brooding prison life tests bonds of hope behind steel bars
665,0.55,High-security facility offers no refuge from a lone avenger
