movieId,score,reason
22,1.0,Epic justice tale of righteous fury and sweeping battlefield revenge.
203,0.95,Bleak western darkly exploring moral vengeance in a lawless land.
147,0.9,Action-packed thrill ride of a mother’s quest to reclaim her stolen past.
298,0.85,Explosive face-swap thriller where payback becomes a personal war.
68,0.8,"Grim, operatic revenge saga delivered with haunting, gothic flair."
53,0.75,"Violent spree soaked in cinematic style, serving a potent revenge fantasy."
218,0.7,Brooding legal suspense fueled by a man’s determined crusade for payback.
144,0.65,High-octane holiday action where one cop’s fury takes on an entire building.
55,0.6,Clutch punch drama of a lone hitman balancing justice outside the law.
127,0.55,Subtle underworld epic where loyalty and vengeance collide in measured style.
