movieId,score,reason
203,0.9,Disgraced gunslinger gets his chance at final justice
68,0.89,Resurrected hero exacts dark vengeance on his killers
127,0.88,Don retaliates ruthlessly against those who cross him
156,0.87,Betrayer meets a fitting fate in twisted heist showdown
121,0.86,Humanity fights back and defeats its alien oppressors
144,0.85,Every terrorist learns John McClane won’t let evil prevail
226,0.84,McClane thwarts hijackers and gives them their comeuppance
98,0.83,Hannibal’s methodical justice serves chilling revenge
234,0.82,The great white shark finally faces its hunter
190,0.81,King claims victory and justice on the battlefield
