movieId,score,reason
23,0.95,Gripping 1970s drama delving into urban alienation.
30,0.9,Iconic European art house tale blending fantasy and drama.
44,0.88,Intense courtroom drama showcasing a 1970s thriller vibe.
49,0.85,Compelling mystery with a psychological edge from 1970s cinema.
65,0.82,Poignant small-town drama exploring family tensions.
68,0.8,Dark hero’s tale steeped in noir atmosphere of the ’70s.
69,0.78,Enduring drama of innocence and destiny set in rural Iowa.
81,0.75,Stylish Cold War thriller with big-screen cinematic flair.
86,0.72,Emotional butler’s story of duty and regret in 1970s setting.
90,0.7,Cult comedy with late-70s New Age mystique and humor.
