movieId,score,reason
955,1.0,Intimate 90-minute conversation that crackles with chemistry and witty banter
42,0.95,Cult indie dialogue marathon packed with razor-sharp humor and memorable riffs
160,0.9,"Glengarry courtroom drama delivered in electric, rapid-fire exchanges"
178,0.85,One-room legal drama fueled by incisive debate and moral tension
494,0.8,"Hepburn-Tracy screwball staple with lightning-quick, sophisticated patter"
606,0.75,Satirical backstage drama brimming with sharp dialogue and biting wit
481,0.7,"Charming rom-com powered by Billy Wilder’s crisp, urbane repartee"
58,0.65,True-story court thriller driven entirely by tense testimony and smart dialogue
482,0.6,Madcap comedy classic defined by snappy one-liners and verbal fireworks
190,0.55,"Stirring Shakespearean film with commanding speeches and brisk, poetic cadence"
