movieId,score,reason
132,1.0,The Wizard of Oz takes viewers on a classic 1939 fantasy journey
133,0.95,Gone with the Wind evokes Civil War-era drama and romance
134,0.93,Citizen Kane explores the life of a media tycoon from 1941
438,0.91,Amityville 3-D revisits the haunted house lore of the early 1980s
445,0.89,The Body Snatcher showcases chilling 1945 gothic suspense
1348,0.87,Every Other Weekend dramatizes adult-child bonds in 1990
441,0.85,The Amityville Horror set the bar for house-based terror in 1979
14,0.83,"Postino, Il captures post-war Italy with poetic grace"
30,0.81,Belle de jour weaves 1967 surrealist erotic fantasies
78,0.79,Free Willy charms 1993 family audiences
